# base64 English<TAB>base64 Japanese
T2theS4uLiBMaW5nZXJpZSBoaWhp	44GK5ZWP44GE5ZCI44KP44GbIExpbmdlcmllIOODkuODkg==
VGhleSBjYW1lIGZvciB0aGUgcGFydHkgYW5kIG5vdyB0aGV5IGFyZSBhbGwgc3RhcmluZyBhdCB5b3VyIHdpZmXigKY=	5b2844KJ44Gv44OR44O844OG44Kj44O844Gu44Gf44KB44Gr5p2l44Gf44GX44CB5LuK44CB5b2844KJ44Gv44GC44Gq44Gf44Gu5aa744Gn44GZ44G544Gm44Gu5pif44Gn44GZLi4u
R2VyYXJkIGhhcyBiZWVuIGFza2luZyBoZXIgcXVlc3Rpb25zIGZvciB0d2VudHkgbWludXRlcw==	44K444Kn44Op44O844OJ44GvMjDliIbos6rllY/jgpLjgZfjgabjgYTjgb7jgZk=
SSBkb24ndCB0aGluayBpdCdzIGFib3V0IHRoZSBwYWludGluZyBhbnltb3Jl	44KC44GG5aGX6KOF44Gj44Gm5oCd44Gj44Gm44Gq44GE
SG93IGRvZXMgaXQgZmVlbD8=	44Gp44Gu44KI44GG44Gr5oSf44GY44G+44GZ44GLPw==
SSBndWVzc+KApiBpdCdzIG5vdCB3b3JzZSB0aGFuIGhhdmluZyBoZXIgZHJhd24gYnkgb3RoZXIgcGVvcGxl	56eB44GvLi4u5LuW44Gu5Lq644CF44Gr44KI44Gj44Gm5b285aWz44Gu5o+P5YaZ44KS5oyB44Gj44Gm44GE44KL44KI44KK44KC5oKq44GP44Gq44GE
SWYgeW91IHdlcmUgaGVyZSBJIHdvdWxkIGhhdmUgbWFkZSB5b3UgaGFuZyB1cCB0aGUgcGFpbnRpbmcgeW91cnNlbGY=	44GC44Gq44Gf44GM44GT44GT44Gr44GE44Gf44KJ44CB44GC44Gq44Gf44Gv6Ieq5YiG44Gn57W155S744KS44OP44Oz44Kw44Ki44OD44OX44GX44G+44GX44Gf
T2YgY291cnNlIHlvdSB3b3VsZCBoYXZl	44KC44Gh44KN44KT44CB
SSBtZWFu4oCmIHlvdSBsaXRlcmFsbHkgaGFuZGVkIG1lIHlvdXIgd2lmZQ==	56eB44Gv5oSP5ZGzLi4u44GC44Gq44Gf44Gv5paH5a2X6YCa44KK44GC44Gq44Gf44Gu5aa744KS5omL5rih44GX44G+44GX44Gf
QW5kIHRvbmlnaHQgSSB3aWxsIHRha2UgaGVyIGFnYWlu4oCm	44Gd44GX44Gm5LuK5aSc44CB56eB44Gv5YaN44Gz5b285aWz44KS5Y+W44KK44G+44GZLi4u
WW91IHNob3VsZCBiZSBwcm91ZC4gSSBtZWFuIHRoYXQgcGxhaW5seS4=	44GK5ZWP44GE5ZCI44KP44GbIOOBqOOBhOOBhuOBk+OBqOOBr+OBo+OBjeOCiuiogOOBo+OBpuOBhOOBvuOBmeOAgg==
R29vZA==	44GK5ZWP44GE5ZCI44KP44Gb
T2theSBzbyBJJ3ZlIGJlZW4gdGFsa2luZyB0byBTZW0=	56eB44GvU2Vt44Gr6Kmx44GX44Gm44GN44Gf44Gu44Gn44CB5aSn5LiI5aSr44Gn44GZ
V2UgdG9vayBvdXIgd2luZSBvdXRzaWRlLCB5b3UgY2FudCBoZWFyIGFueXRoaW5nIGluIHRoZXJl	44GG44Gh44Gu44Ov44Kk44Oz44KS5aSW44Gr5oyB44Gh5biw44Gj44Gm44G/44KL44Go44CB44Gd44GT44Gr44Gv5L2V44KC6IGe44GL44Gq44GE
QmFiZSBoZSBpcyBub3QgcmVtb3RlbHkgc2h5	44OZ44Kk44OWIOW9vCDjgYLjgosg44GX44Gq44GEIOODquODouODvOODiCBzaHk=
SGlzIGFybSB3ZW50IHJvdW5kIG1lIGFib3V0IHRlbiBtaW51dGVzIGFnbyBhbmQgaGUgbmV2ZXIgYXNrZWQ=	5b2844Gu6IWV44GvMTDliIbliY3jgavnp4HjgpLkuLjjgoHjgabjgIHlvbzjga/lsIvjga3jgarjgYvjgaPjgZ8=
T2J2aW91c2x5IEkgbGV0IGhpbSBoaWhp	5piO44KJ44GL44Gr44CB56eB44Gv5b2844Gr44OP44Kk44OP44Kk44KS6IGe44GL44Gb44Gm
QnV0IHRoYXRzIGV4YWN0bHkgYXMgZmFyIGFzIGhlIHRha2VzIGl0	44GX44GL44GX44CB5b2844Gv44Gd44KM44KS5Y+W44KL6ZmQ44KK44CB44Gd44KM44Gv5q2j56K644Gr
SGUnbGwgc3RhbmQgbGlrZSB0aGF0IGFsbCBuaWdodCBhbmQgbWFrZSBtZSBiZSB0aGUgb25lIHdobyBtb3Zlcw==	5aSc5Lit44Gv44GT44KT44Gq44Gr56uL44Gh5ZCR44GL44GG44CC
QmVjYXVzZSBoZSBkZWNpZGVkIGl0cyBteSBtb3Zl	5YuV44GN44KS5rG644KB44Gf44GL44KJ
SXRzIElORlVSSUFUSU5H	44Kk44Oz44OV44Or44Ko44Oz44K2
QW5kIGhlIHN0aWxsIGhhc24ndCBzYWlkIG9uZSB3b3JkIGFib3V0IHRoZSBvdGhlciB0aGluZw==	44Gd44GX44Gm44CB5b2844Gv44G+44Gg5LuW44Gu44GT44Go44Gr44Gk44GE44GmMeOBpOOBruiogOiRieOBr+i/sOOBueOBpuOBhOOBvuOBm+OCkw==
Tm90aGluZy4gTm90IGEgam9rZSwgbm90IGEgbG9vay4=	44GE44GE44GI44CCIOWGl+irh+OBp+OBr+OBquOBj+OAgeS4gOimi+OBp+OBr+OBguOCiuOBvuOBm+OCk+OAgg==
SGUncyBoYWQgYWJvdXQgbmluZSBjaGFuY2VzIHRvbmlnaHQ=	5aSc44GrOeOBpOOBruODgeODo+ODs+OCueOBjOOBguOBo+OBnw==
WW91IGtub3cgd2hvIHdvdWxkIGhhdmUgdG9sZCBtZSBpbiB0aGUgZmlyc3QgdGhpcnR5IHNlY29uZHM=	5pyA5Yid44GuMzDnp5Ljgafnp4HjgavoqIDjgaPjgZ/kurrjga/nn6XjgaPjgabjgYTjgos=
SGUnZCBoYXZlIHNhaWQgaXQgYmVmb3JlIGhlbGxvIGhpaGk=	44OY44Ot44OS44OS44OS44OS44Gu5YmN44Gr6KiA44Gj44Gf
SGUgYXNrZWQgYWJvdXQgeW91IGFnYWluIGJ5IHRoZSB3YXk=	5biw44KK6YGT44Gn44KC44GG5LiA5bqm6IGe44GE44Gm44G/44Gf
SWYgeW91J2QgbGlrZSB0aGUgcGFpbnRpbmcuIElmIHlvdSdkIGNvbWUgbmV4dCB0aW1lLg==	57W155S744GM5aW944GN44Gq44KJIOasoeWbnuOBr+adpeWgtOS6iOWumg==
SGUga25vd3MgSSdtIG1hcnJpZWQgYW5kIHRoYXQgeW91IGtub3cgSSdtIGhlcmU=	57WQ5ama44GX44Gm44GE44KL44Go55+l44KK5ZCI44Gj44Gf44KT44Gn44GZ44GM44CB44GT44GT44Gr44GE44KL
VGhhdHMgYWxsIGhlJ3MgZ290	5b2844GM5oyB44Gj44Gm44GE44KL44GZ44G544Gm44Gu44GT44Go
QmFiZSBoZSBoYXMgbm8gaWRlYSB3aGF0cyBoYXBwZW5pbmcgdG9uaWdodA==	44OZ44Kk44OWIOW9vCDmjIHjgaPjgabjgYTjgosg44GE44GE44GIIOOCouOCpOODh+OCoiDotbfjgZPjgaPjgabjgYTjgosg44G4bmlnaHQ=
TGVvIGtub3dzLiBZb3Uga25vdy4gSSBrbm93Lg==	44Os44Kq44Gv55+l44Gj44Gm44GE44KL44CCIOOBiuWVj+OBhOWQiOOCj+OBmyDjgYrllY/jgYTlkIjjgo/jgZs=
QW5kIGhlJ3MganVzdCBzdGFuZGluZyB0aGVyZSBkcmlua2luZyB3aW5l	44Gd44GX44Gm44CB5b2844Gv44Gh44KH44GG44Gp44Gd44GT44Gr44Ov44Kk44Oz44KS6aOy44KA56uL44Gj44Gm44GE44KL
SSBjb3VsZCB0ZWxsIGhpbSBhbnkgc2Vjb25k	56eB44Gv5b2844Gr5Lu75oSP44Gu56eS44KS6KiA44GG44GT44Go44GM44Gn44GN44G+44GZ
U28gbXVjaA==	44GK5ZWP44GE5ZCI44KP44Gb
SGUgaGFzIG5vIGlkZWEgd2hhdHMgaGFwcGVuaW5nIHRvbmlnaHQ=	5b2844Gv5aSc44Gr5L2V44GM6LW344GT44Gj44Gm44GE44KL44Gu44GL44KS55+l44KJ44Gq44GE
RXZlcnlvbmUgaW4gdGhpcyByb29tIGtub3dzIGV4Y2VwdCBoaW0=	44GT44Gu6YOo5bGL44Gu6Kqw44KC44GM5b285Lul5aSW44Gr55+l44Gj44Gm44GE44KL
Tm8uLi4=	44GK5ZWP44GE5ZCI44KP44Gb
SSBsaWtlIGtub3dpbmcgZmlyc3QgZm9yIG9uY2U=	5Yid44KB44Gm55+l44KK44Gf44GE
SSB3YW50IHRvbmlnaHQgdG8gYmUgZ29vZCBmb3IgaGltIGJhYmU=	56eB44Gv5b2844Gu6LWk44KT5Z2K44Gu44Gf44KB44Gr6Imv44GE5aSc44Gr44GX44Gf44GE
SSBpbnRlbmQgdG8=	44GK5ZWP44GE5ZCI44KP44Gb
SSBoYXZlIGJlZW4gd2Fsa2luZyBhcm91bmQgZm9yIGxpa2UgMiBob3Vycy4uLg==	MuaZgumWk+OBu+OBqeatqeOBj+OBqOOAgQ==
VGFsa2luZyBhYm91dCBjb21wb3NpdGlvbuKApg==	5qeL5oiQ44Gr44Gk44GE44Gm6Kmx44GX44GmLi4u
V2l0aCBhIGZ1Y2tpbmcgcGx1ZyBpbiBteSBhc3MuLi4=	44GoIGZ1Y2tpbmcg44OX44Op44KwIOOBqyDnp4EgYXNz
T2Zjb3Vyc2UgeW91IHNheSB0aGF0	44Kq44OW44Kz44O844K5IOOBguOBquOBn+OBjOiogOOBhuOBk+OBqA==
WW91IGhhdmUgcHJvYmFibHkgYmVlbiB0aGlua2luZyBhYm91dCBpdCByaWdodC4uLg==	44GK44Gd44KJ44GP44Gd44KM44Gr44Gk44GE44Gm6ICD44GI44Gm44GE44GfLi4u
V2hvIGlzIGdvbm5hIHRha2UgaXQgb3V0IGxhdGVyPw==	44GC44Go44Gv6Kqw44GM44Gd44KM44KS5Y+W44KL44Gk44KC44KK44Gn44GZ44GLPw==
R29vZC4=	44GK5ZWP44GE5ZCI44KP44Gb
SSBzaG9vayBhIHdvbWFuJ3MgaGFuZCB0ZW4gbWludXRlcyBhZ28gYW5kIHNoZSBzYWlkIG15IGZhY2UgbG9va2VkIGZsdXNoZWQuLi4=	56eB44GvMTDliIbliY3jgavlpbPmgKfjga7miYvjga7miYvjgpLmjK/jgaPjgabjgIHlvbzlpbPjga/np4Hjga7poZTjga/mtYHmmqLjgavopovjgYjjgovjgajoqIDjgYTjgb7jgZfjgZ8uLi4=
SSBoYXZlIGV5ZXMgdG9vIGJhYmU=	56eB44Gv55uu44GM44GC44G+44KK44Gr44KC6LWk44KT5Z2K44KS5oyB44Gj44Gm44GE44KL
RXZlcnkgdGltZSBJIHNoaWZ0IG15IHdlaWdodCBJIGhhdmUgdG8gcmVtZW1iZXIgaG93IHRvIGZpbmlzaCBhIHNlbnRlbmNl	56eB44Gv56eB44Gu5L2T6YeN44KS44K344OV44OI44GZ44KL44Gf44Gz44Gr44CB56eB44Gv5paH44KS57WC44GI44KL5pa55rOV44KS6Kaa44GI44Gq44GR44KM44Gw44Gq44KJ44Gq44GE
TGVvIGtlZXBzIGxvb2tpbmcgYXQgbWUgZnJvbSBhY3Jvc3MgdGhlIHJvb20=	44Os44Kq44Gv44CB6YOo5bGL44Gu5ZCR44GT44GG44GL44KJ56eB44KS55y644KB57aa44GR44KL
RXZlcnkgdGltZSBJIGNhdGNoIGhpbSBoZSBqdXN0IGdvZXMgYmFjayB0byB0YWxraW5nLi4uIGJ1dCB3aXRoIGEgc21hbGwgc21pbGU=	5b2844GM6Kmx44Gr5oi744Gj44Gm6KGM44GP44Gf44Gz44GrLi4u44GX44GL44GX44CB5bCP44GV44Gq56yR6aGU44Gn
SGUgaXMgdGhlIHdvcnN0Li4u	5b2844Gv5pyA5oKq44GuLi4u
SW4gYSBnb29kIHdheQ==	6Imv44GE5pa55rOV44Gn
SSdtIGdvaW5nIHRvIGNvbWJ1c3QgaW4gZnJvbnQgb2YgTWFyZ3Vlcml0ZQ==	44Oe44O844Kw44Op44Kk44OI44Gu5YmN6Z2i44Gn44Kz44Oz44OQ44O844OI44GZ44KL44Gk44KC44KK44Gn44GZ
U2VtIGlzIHN0YW5kaW5nIHJpZ2h0IHRoZXJlIGJhYmU=	44K744OgIOOBguOCiyDnq4vjgaPjgabjgYTjgosg5Y+zIOOBneOBk+OBqyDjg5njgqTjg5Y=
QW5kIHlvdSBhbHJlYWR5IHNlbnQgaGltIGhvbWUuIEhlIGp1c3QgZG9lc24ndCBrbm93IGl0IHlldA==	44Gd44GX44Gm44CB44GC44Gq44Gf44Gv44GZ44Gn44Gr5b2844KS5a6244Gr6YCB44Gj44Gf44CCIOW9vOOBr+OBvuOBoOOBneOCjOOCkuefpeOCieOBquOBhA==
SSBrZWVwIGxvb2tpbmcgYXQgaGlt	56eB44Gv5b2844KS6KaL57aa44GR44KL
QW5kIHRoaW5raW5nIGFib3V0IHdoYXQgSSBzYXcgZWFybGllcg==	5YWI44G744Gp6KaL44Gf44GT44Go44KS6ICD44GI44KL
Tm93IEknbSBuZXZlciBnb2luZyB0byBmaW5kIG91dA==	5LuK44CB56eB44Gv6KaL44Gk44GR44KL44Gk44KC44KK44Gv44Gq44GE
WW91IGFyZSBzbyBtZWFu4oCmIGJ1dCBJIGd1ZXNzIEknbSBhbGwgTGVvJ3MgdG9uaWdodA==	44Go44Gv44GE44GILi4u44CC44Gn44KC44CB5LuK5aSc44Gv44G/44KT44Gq44Os44Kq44Gu5aSc44Gn44GZ44CC
SSdtIGdvaW5nIHRvIGJlIHVzZWxlc3MgZm9yIHRoZSByZXN0IG9mIHRoaXM=	44GT44KM44Gu5q6L44KK44Gu6YOo5YiG44Gr54Sh55So44Gr44Gq44KL44Gk44KC44KK44Gn44GZ
U2VtJ3MgaGVyZSBieSB0aGUgd2F5	44K744Og44Gu44GT44GT44G+44Gn
SGUgY2F1Z2h0IG1lIGxvb2tpbmcgZWFybGllciBhbmQganVzdCByYWlzZWQgaGlzIGdsYXNz	5Lul5YmN44Gv6KaL44Gk44GL44KK44CB44Gh44KH44GG44Gp5b2844Gu44Ks44Op44K544KS5LiK44GS44Gf
SGUgaXMgbm90IHNoeSBiYWJlLiBBdCBhbGwu	5b2844Gv5oGl44Ga44GL44GX44GE6LWk44KT5Z2K44Gn44Gv44Gq44GE44Gn44GZ44CCIOOBiuWVj+OBhOWQiOOCj+OBmw==
SSBrbm93IGV4YWN0bHkgd2hhdCBJJ20gdHVybmluZyBkb3duIGhpaGk=	56eB44Gv56eB44GMaGloaWhp44KS5Zue44GX44Gm44GE44KL44KC44Gu44KS5q2j56K644Gr55+l44Gj44Gm44GE44KL
QnV0IHRvbmlnaHQgSSB3YW50IGl0IHRvIGJlIG9uZSBwZXJzb24=	44GX44GL44GX44CB5LuK5aSc44GvMeS6uuOBq+OBquOCiuOBn+OBhA==
TGF0ZXIuLi4=	44Gd44Gu5b6M4oCm
QkFCRQ==	44OZ44Kk44OT44O8
U29tZWJvZHkganVzdCBvZmZlcmVkIGhpbSBtb25leSBmb3IgaXQ=	6Kqw44GL44GM44Gh44KH44GG44Gp44Gd44KM44Gu44Gf44KB44Gr5b2844Gr44GK6YeR44KS5o+Q5L6b
QSByZWFsIG51bWJlci4gSW4gZnJvbnQgb2YgbWUu	5a6f5pWw44CCIOebruOBruWJjeOBp+OAgg==
SGUgc2FpZCBubyBiZWZvcmUgdGhlIG1hbiBmaW5pc2hlZCB0YWxraW5n	5b2844Gv55S344GM6Kmx44KS57WC44GI44Gf5YmN44Gr6KiA44Gj44Gf
IlNoZSdzIG5vdCBmb3Igc2FsZSwgYW5kIG5laXRoZXIgaXMgdGhlIHBhaW50aW5nIg==	44CM6LKp5aOy44Gn44Gv44Gq44GP44CB57W155S744Gn44Gv44Gq44GE44CN
QW5kIHRoZW4gd2Fsa2VkIG9mZiB0byBnZXQgbW9yZSB3aW5l	44Gd44GX44Gm44CB44KI44KK5aSa44GP44Gu44Ov44Kk44Oz44KS5b6X44KL44Gf44KB44Gr44Kq44OV44KS5q2p44GP
SSBoYXZlIHRvIGdvIGJhY2sgb3V0LiBJIGxvdmUgeW91Lg==	5biw44Gj44Gm44G/44KL44CCIOengeOBr+OBguOBquOBn+OCkuaEm+OBl+OBpuOBhOOBvuOBmeOAgg==
VGhleSdyZSBnb2luZw==	5b2844KJ44Gv6KGM44GP
QWxtb3N0IGFsbCBvZiB0aGVt	44G744Go44KT44Gp44GZ44G544Gm44Gu44Gd44KM44KJ
QWxsIG9mIHRoZW0gaGloaQ==	5b2844KJ5YWo5ZOh44GM44OS44OS
TWFyZ3Vlcml0ZSBodWdnZWQgbWUgZm9yIGxpa2UgdGVuIHNlY29uZHM=	44Oe44O844Kw44Op44Kk44OI44GvMTDnp5LjgbvjganpoJHlvLXjgorjgb7jgZfjgZ8=
VGhlIHJvb20gaXMgc28gcXVpZXQgbm93	44GK6YOo5bGL44Gv6Z2Z44GL44Gr
TmVydm91cy4uLg==	56We57WM57O7Li4u
R29vZCBuZXJ2b3Vz	44KI44GE56We57WM
WWVhIGNhdXNlIHRoZSBhY2N0dWFsIHNob3cgaXMgYWJvdXQgdG8gc3RhcnQ=	WWVhIOOBryBhY2N0dWFsIHNob3cg44GM6ZaL5aeL44GZ44KL55CG55Sx
U2VuZGluZw==	6YCB5L+h44GZ44KL
SGUgcmVhbGx5IGRvZXM=	5b2844Gv5pys5b2T44Gr44KE44KL
U2VuZGluZyBpdA==	6YCB5L+h44GZ44KL
R29vZC4gVGhhdHMgd2hhdCBJIHdhbnRlZCB5b3UgdG8gc2F5Lg==	44GK5ZWP44GE5ZCI44KP44GbIOOBneOCjOOBr+OBguOBquOBn+OBjOiogOOBhuOBk+OBqOOCkuacm+OCk+OBp+OBhOOBn+OBk+OBqOOBp+OBmeOAgg==
VGhpcyBuaWdodCB3aWxsIGFscmVhZHkgYmUgY3JhenkgZW5vdWdo	44GT44Gu5aSc44Gv44GZ44Gn44Gr5Y2B5YiG54uC44Gj44Gm44GE44KL
V2l0aCBzb21lb25lIGVsc2UgaW4gdGhlIHJvb20gYmFiZQ==	6YOo5bGL44Gu6LWk44KT5Z2K44Gu5LuW44Gu6Kqw44GL44Go
WW91IHN1cmU/	44GK5ZWP44GE5ZCI44KP44Gb
VGhlbiB0aGF0cyB3aGF0cyBoYXBwZW5pbmc=	44Gd44KM44Gn44Gv5L2V44GM6LW344GT44Gj44Gm44GE44KL44Gu44GL
WW91IGRpZCB0aGlz	44GT44GG44GX44G+44GX44Gf
WW91IHN0aWxsIGZlZWwgZ29vZCBhYm91dCBpdA==	44GC44Gq44Gf44Gv44G+44Gg44Gd44KM44Gr44Gk44GE44Gm6Imv44GE5oSf44GY44G+44GZ
Tm8gaGloaQ==	44OP44Kk44OP44Kk
TWUgbmVpdGhlcg==	44KP44Gf44GX44KC
WW91IG1pZ2h0IGhhdmUgdG8=	44GK5ZWP44GE5ZCI44KP44Gb
QnV0IHR3byBtZW4uLi4gSSB0aGluayB0aGlzIHdhcyBhIG9uY2UgaW4gYSBsaWZldGltZSBleHBlcmllbmNlLi4u	44Gn44KC5LqM5Lq644Gu55S344Go44Gq44KT44Gm4oCm5LiA55Sf44Gr5LiA5bqm44Gu57WM6aiT44Gg44Gj44Gf44Go5oCd44GG4oCm
QXJlIHlvdSB0b3VjaGluZyB5b3Vyc2VsZg==	6Ieq5YiG44Gr6Kem44KM44KL
RG9udCBzdG9w	44OJ44Oz44K544OI44OD44OX
SSB3YW50IHlvdSB0byBmaW5pc2g=	5LuV5LiK44GS44Gf44GE
Q2FuIHlvdSBkbyB0aGF0IGZvciBtZSBiYWJ5Pw==	6LWk44Gh44KD44KT44Gu44Gf44KB44Gr44Gd44KM44KS6KGM44GG44GT44Go44GM44Gn44GN44G+44GZ44GLPw==
SSdtIHRha2luZyBteSB0ZWEgYmFjayB0byBoaXMgYmVkLiBJIGRvbnQgZXZlbiBjYXJlIGFueW1vcmUgaGloaQ==	44GK6Iy244KS6aOy44KA44Go44CB44OZ44OD44OJ44Gr5oi744KK44G+44GZ44CCIOOCguOBhuawl+OBq+OBl+OBquOBhA==
SSBhbQ==	44GK5ZWP44GE5ZCI44KP44Gb
TGVvIGFza2VkIFNlbSB0byBzdGF5IGFuZCBoZWxwIGNsZWFuIHVw	44Os44Kq44Gv44K744Og44Gr5rue5Zyo44GX44CB44Kv44Oq44O844Oz44Ki44OD44OX44KS5pSv5o+044GZ44KL44KI44GG5rGC44KB44Gf
RXZlcnlvbmUgZWxzZSBpcyBnb25lLiBEb29yJ3MgbG9ja2VkLg==	44G/44KT44Gq44GM5raI44GI44Gm44GE44KL44CCIOODieOCouOBruODreODg+OCr+OAgg==
SXRzIHRoZSB0aHJlZSBvZiB1cw==	56eB44Gf44Gh44GuM+OBpA==
TGlrZSBJJ20gaG9sZGluZyBhIGZ1bGwgZ2xhc3MgYW5kIGV2ZXJ5b25lJ3Mgd2F0Y2hpbmcgbXkgaGFuZHM=	44G+44KL44Gn44OV44Or44Ks44Op44K544Go44G/44KT44Gq44GM6Ieq5YiG44Gu5omL44Gn6KaL44Gm44GE44KL44KT44Gn44GZ
TGVvJ3Mgb3BlbmluZyBhbm90aGVyIGJvdHRsZS4gSGUncyBzbyBjYWxtLg==	44Os44Kq44Gu5Yil44Gu44Oc44OI44Or44KS6ZaL44GN44G+44GZ44CCIOOBqOOBpuOCguiQveOBoeedgOOBhOOBpuOBhOOBvuOBmeOAgg==
RG9udCBoaWhp	44OJ44Oz44O744OS44OS
TGVvIGp1c3QgdG9sZCBoaW0=	44Os44Kq44Gv5b2844Gr6KiA44Gj44Gf
QWJvdXQgbWUuIEFib3V0IHlvdS4gQWJvdXQgdG9uaWdodC4=	44GK5ZWP44GE5ZCI44KP44GbIOOBiuWVj+OBhOWQiOOCj+OBmyDlpJzooYzjgavjgaTjgYTjgaY=
SGUgaGFzbid0IG1vdmVkIGJhYmU=	5b2844Gv6LWk44KT5Z2K44KS5YuV44GL44GV44Gq44GE
SGUncyBqdXN0IGxvb2tpbmcgYXQgbWUgYWNyb3NzIHRoZSByb29t	44GK6YOo5bGL44KS55y644KB44Gq44GM44KJ44CB
SGUncyBub3QgZXZlbiBzdXJwcmlzZWQ=	6ama44GE44Gf44GT44Go44GV44GI44Gq44GE
T2ggaGUncyBjb21pbmcgb3Zlcg==	44GC44GC44CB5b2844Gv57WC44KP44Gj44Gm5p2l44Gf44KT44Gn44GZ
NSBtaW51dGVzIGxhdGVyLi4u	NeWIhuW+jC4uLg==
SGUganVzdCBhc2tlZCBtZSBmb3IgeW91ciBudW1iZXI=	44GC44Gq44Gf44Gu55Wq5Y+344KS5bCL44Gt44Gf
SGUgd2FudHMgdG8gaGVhciBpdCBmcm9tIHlvdSBoaW1zZWxm	6Ieq5YiG44GL44KJ6IGe44GE44Gm44G/44Gf44GE
SSB0b2xkIGhpbSB5b3UgYWxyZWFkeSBzYWlkIHllcw==	56eB44Gv44GC44Gq44Gf44GM5pei44Gr6L+w44G544Gf5b2844Gr6KiA44Gj44Gf
SGUgc2FpZCAidGhlbiBpdCB3b250IHRha2UgbG9uZyI=	5b2844Gv6KiA44Gj44Gf44CM44Gd44KM44Gn6ZW344GP44GL44GL44KK44G+44Gb44KT44CN
U2VuZGluZyBpdCwgb2theT8=	44GK5ZWP44GE5ZCI44KP44Gb
SGkuIFRoaXMgaXMgU2VtLCBmcm9tIExlbydzIGNsYXNzLg==	44GT44KT44Gr44Gh44Gv44CCIOODrOOCquOBruOCr+ODqeOCueOBi+OCieOCu+ODoOOBp+OBmeOAgg==
TGlseSBzYXlzIHlvdSBhbHJlYWR5IHNhaWQgeWVzLiBJIHdhbnRlZCB0byBoZWFyIGl0IGZyb20geW91Lg==	44Om44Oq44Gv44CB44GC44Gq44Gf44GM5pei44Gr44Gd44GG6KiA44Gj44Gf44Go6KiA44GE44G+44GZLiDjgYLjgarjgZ/jgYvjgonogZ7jgYTjgabjgb/jgZ/jgYTjgII=
VGhhbmsgeW91Lg==	44GC44KK44GM44Go44GG44GU44GW44GE44G+44GZ44CC
T25lIG1vcmUgdGhpbmcgYW5kIHRoZW4gSSdsbCBsZWF2ZSB5b3UgYWxvbmU=	44GC44Go44Gv44KC44GGMeOBpOOBruOBk+OBqOOBoOOBkeOCkumbouOCjOOCiw==
U2hlIHRvbGQgbWUgdG9uaWdodCBzaGUgc3RpbGwgaGFzIHRoZSBudW1iZXIgSSBnYXZlIGhlcg==	5b285aWz44Gv5LuK5aSc44CB5b285aWz44Gv44G+44Gg5b285aWz44Gr5LiO44GI44Gf55Wq5Y+344KS5oyB44Gj44Gm44GE44KL44Go6KiA44GE44G+44GX44Gf
VGhyZWUgZGF5cyBhbmQgc2hlIG5ldmVyIHVzZWQgaXQuIEkgaGFkIGFzc3VtZWQgdGhhdCB3YXMgdGhlIGFuc3dlci4=	M+aXpeOBr+S9v+eUqOOBl+OBquOBhOOAgiDnrZTjgYjjgaDjgaPjgZ/jgajku67lrprjgZfjgb7jgZfjgZ/jgII=
SSdtIG5vdCBzdXJlIHdoYXQgdG8gZG8gd2l0aCB0aGF0IGFuZCBJIGRvbnQgdGhpbmsgc2hlIGlzIGVpdGhlcg==	5L2V44KS44KE44Gj44Gm44KC44KP44GL44KJ44Gq44GE44GX44CB6Ieq5YiG44GM44Gp44Gh44KJ44Gq44Gu44GL44Gv44KP44GL44KJ44Gq44GE
V2UndmUgc3Bva2VuIHR3aWNlLiBUaGUgY2xhc3MsIGFuZCB0b25pZ2h0LiBZb3UgY2FtZSB1cCBib3RoIHRpbWVzLg==	MuWbnuipseOBl+OBvuOBl+OBn+OAgiDmjojmpa3jgajlpJzjgIIg5L2V5bqm44KC6LW344GN44G+44GX44Gf44CC
U2hlIHRhbGtzIGFib3V0IHlvdSBjb25zdGFudGx5	5bi444Gr44GC44Gq44Gf44Gr44Gk44GE44Gm6Kqe44KL
SSBob3BlIHlvdSBnZXQgd2hhdCB5b3Ugd2FudCBvdXQgb2YgdG9uaWdodA==	44GK5rOK44G+44KK44GX44Gf44GE44KC44Gu44KS5omL44Gr5YWl44KM44KI44GG
RGlkIGhlIHRleHQgeW91Pw==	5b2844GL44KJ6YCj57Wh44Gv5p2l44Gf44GL77yf
SGUgYXNrZWQgbWUgZm9yIHlvdXIgbnVtYmVyIGFuZCBJIHRvbGQgaGltIGhlIHdhcyBpbnNhbmU=	5b2844GM44GC44Gq44Gf44Gu55Wq5Y+344KS56eB44Gr5bCL44Gt44Gf44Go44CB56eB44Gv5b2844Gr6KiA44GE44G+44GX44Gf44CC
VGhlbiBoZSBhc2tlZCBMaWx5	44Gd44Gu5b6M44CB5b2844Gv44Oq44Oq44O844Gr5bCL44Gt44Gf
SGUncyBnb3Qgc29tZSBiYWxscyBvbiBoaW0=	5b2844Gv5b2844Gr44GE44GP44Gk44GL44Gu44Oc44O844Or44KS5oyB44Gj44Gm44GE44KL
TGV0J3Mgc2VlIGhvdyBoZSB1c2VzIHRob3NlIG9uIHlvdXIgd2lmZQ==	6Ieq5YiG44Gu5aa744Gn44Gd44KM44KJ44KS5L2/44GG5pa55rOV44KS6KaL44Gm44G/44G+44GX44KH44GG
8J+Ygg==	8J+Ygg==
RGlkIGhlIHRleHQgeW91	5b2844GM44OG44Kt44K544OI44KS5pu444GE44Gf
SGUgc2FpZCB0aGF0IHRvIFlPVT8=	5b2844Gv44GC44Gq44Gf44Gr6KiA44Gj44GfPw==
